name,category,school,1) Behjälplig,2) Obehjälplig,3) Oanvänd,subject,block
"Våga säga nej",Våga mera,Jönköping,4,13,7,Svenska,Åtta
"Våga säga nej",Våga mera,Katrineholm,14,29,4,Matematik,Fjorton
"Våga säga nej",Våga mera,Krokslätt,1,25,29,Svenska,Fyrtio
"Våga säga nej",Våga mera,Landskrona,22,18,29,Franska,Sex
"Våga säga nej",Våga mera,Linköping,2,13,18,Engelska,Fyrtioett
"Våga säga nej",Våga mera,Lund,9,30,25,Engelska,Trettioniio
"Våga säga nej",Våga mera,Nacka,7,26,1,Matematik,Sexton
"Våga säga nej",Våga mera,Norrköping,21,11,16,Franska,Trettiotvå
"Våga säga nej",Våga mera,Nyköping,1,30,29,Svenska,Tjugosex
"Våga säga nej",Våga mera,Saltsjöbaden,25,21,27,Franska,Tre
"Våga säga nej",Våga mera,Spånga,10,12,24,Matematik,Sjutton
"Våga säga nej",Våga mera,Trelleborg,13,26,1,Franska,Sexton
"Våga säga nej",Våga mera,Tumba,22,23,3,Svenska,Arton
"Våga säga nej",Våga mera,Tyresö,22,24,7,Tyska,Tjugonio
"Våga säga nej",Våga mera,Täby,26,29,9,Svenska,Fyrtioett
"Våga säga nej",Våga mera,Uppsala,7,11,26,Matematik,Tjugo
"Våga säga nej",Våga mera,Uppsala Norra,8,12,27,Spanska,Tjugoett
"Våga säga nej",Våga mera,Varberg,10,27,6,Svenska,Två
"Våga stå för din åsikt",Våga mera,Borlänge,11,7,28,Svenska,Tolv
"Våga stå för din åsikt",Våga mera,Borås,3,22,29,Matematik,Fyrtio
"Våga stå för din åsikt",Våga mera,Enköping,12,11,1,Svenska,Arton
"Våga stå för din åsikt",Våga mera,Enskede,19,11,8,Spanska,Åtta
"Våga stå för din åsikt",Våga mera,Fruängen,19,11,6,Svenska,Tjugofyra
"Våga stå för din åsikt",Våga mera,Gävle,15,2,24,Svenska,Fyrtiofem
"Våga stå för din åsikt",Våga mera,Helsingborg,13,10,4,Tyska,Trettiosex
"Våga stå för din åsikt",Våga mera,Jönköping,28,18,5,Spanska,Fyrtiotre
"Våga stå för din åsikt",Våga mera,Katrineholm,18,10,19,Franska,Sex
"Våga stå för din åsikt",Våga mera,Krokslätt,23,30,16,Spanska,Fem
"Våga stå för din åsikt",Våga mera,Landskrona,7,13,3,Tyska,Trettioett
"Våga stå för din åsikt",Våga mera,Linköping,24,8,20,Spanska,Trettioett
"Våga stå för din åsikt",Våga mera,Lund,18,7,9,Engelska,Tjugotvå
"Våga stå för din åsikt",Våga mera,Nacka,11,23,21,Engelska,Trettiotvå
"Våga stå för din åsikt",Våga mera,Norrköping,16,12,22,Tyska,Trettioåtta
"Våga stå för din åsikt",Våga mera,Nyköping,6,18,17,Svenska,Åtta
"Våga stå för din åsikt",Våga mera,Saltsjöbaden,30,10,6,Engelska,Fyrtiotre
"Våga stå för din åsikt",Våga mera,Spånga,12,10,8,Tyska,Trettio
"Våga stå för din åsikt",Våga mera,Trelleborg,10,16,6,Tyska,Tjugotvå
"Våga stå för din åsikt",Våga mera,Tumba,8,19,22,Svenska,Tjugonio
"Våga stå för din åsikt",Våga mera,Tyresö,26,30,18,Svenska,Tjugotre
"Våga stå för din åsikt",Våga mera,Täby,21,9,20,Spanska,Trettiotvå
"Våga stå för din åsikt",Våga mera,Uppsala,20,9,17,Engelska,Tolv
"Våga stå för din åsikt",Våga mera,Uppsala Norra,19,16,23,Spanska,Tretton
"Våga stå för din åsikt",Våga mera,Varberg,10,25,28,Matematik,Åtta
"10minutersregeln",Träna minnet,Borlänge,29,10,11,Tyska,Fyrtiotre
"10minutersregeln",Träna minnet,Borås,23,26,3,Engelska,Sexton
"10minutersregeln",Träna minnet,Enköping,29,23,3,Engelska,Sexton
"10minutersregeln",Träna minnet,Enskede,25,2,4,Spanska,Elva
"10minutersregeln",Träna minnet,Fruängen,6,5,12,Spanska,Åtta
"10minutersregeln",Träna minnet,Gävle,8,19,15,Engelska,Tjugofyra
"10minutersregeln",Träna minnet,Helsingborg,7,22,5,Svenska,Sjutton
"10minutersregeln",Träna minnet,Jönköping,24,18,21,Spanska,Sjutton
"10minutersregeln",Träna minnet,Katrineholm,30,2,13,Spanska,Elva
"10minutersregeln",Träna minnet,Krokslätt,12,17,14,Svenska,Tio
"10minutersregeln",Träna minnet,Landskrona,14,16,15,Matematik,Trettioniio
"10minutersregeln",Träna minnet,Linköping,29,5,20,Engelska,Tolv
"10minutersregeln",Träna minnet,Lund,18,11,20,Spanska,Nitton
"10minutersregeln",Träna minnet,Nacka,15,30,18,Engelska,Sex
"10minutersregeln",Träna minnet,Norrköping,5,11,18,Svenska,Nio
"10minutersregeln",Träna minnet,Nyköping,20,14,28,Spanska,Fyrtiotvå
"10minutersregeln",Träna minnet,Saltsjöbaden,3,15,5,Franska,Trettiosex
"10minutersregeln",Träna minnet,Spånga,30,4,9,Svenska,Tjugosex
"10minutersregeln",Träna minnet,Trelleborg,17,3,22,Tyska,Sexton
"10minutersregeln",Träna minnet,Tumba,24,12,6,Matematik,Tjugosju
"10minutersregeln",Träna minnet,Tyresö,6,15,22,Matematik,Tjugotre
"10minutersregeln",Träna minnet,Täby,19,24,6,Tyska,Tjugonio
"10minutersregeln",Träna minnet,Uppsala,24,30,19,Engelska,Trettiosex
"10minutersregeln",Träna minnet,Uppsala Norra,14,7,2,Engelska,Tjugotre
"10minutersregeln",Träna minnet,Varberg,13,18,30,Svenska,Nio
"Anteckna för att minnas bättre",Träna minnet,Borlänge,13,3,15,Svenska,Arton
"Anteckna för att minnas bättre",Träna minnet,Borås,20,29,4,Matematik,Ett
"Anteckna för att minnas bättre",Träna minnet,Enköping,15,6,27,Franska,Fyrtiofem
"Anteckna för att minnas bättre",Träna minnet,Enskede,21,28,14,Spanska,Tretton
"Anteckna för att minnas bättre",Träna minnet,Fruängen,27,4,6,Svenska,Femton
"Anteckna för att minnas bättre",Träna minnet,Gävle,27,29,24,Tyska,Trettiofyra
"Anteckna för att minnas bättre",Träna minnet,Helsingborg,21,29,6,Matematik,Tjugoett
"Anteckna för att minnas bättre",Träna minnet,Jönköping,10,19,21,Engelska,Tjugosex
"Anteckna för att minnas bättre",Träna minnet,Katrineholm,2,16,12,Svenska,Tjugosex
"Anteckna för att minnas bättre",Träna minnet,Krokslätt,22,20,14,Engelska,Trettiosju
"Anteckna för att minnas bättre",Träna minnet,Landskrona,1,26,24,Spanska,Fyrtioett
"Anteckna för att minnas bättre",Träna minnet,Linköping,29,7,2,Franska,Trettioniio
"Anteckna för att minnas bättre",Träna minnet,Lund,5,1,26,Svenska,Tio
"Anteckna för att minnas bättre",Träna minnet,Nacka,16,2,18,Svenska,Femton
"Anteckna för att minnas bättre",Träna minnet,Norrköping,24,11,28,Franska,Trettioett
"Anteckna för att minnas bättre",Träna minnet,Nyköping,5,29,22,Matematik,Tolv
"Anteckna för att minnas bättre",Träna minnet,Saltsjöbaden,1,26,2,Engelska,Sex
"Anteckna för att minnas bättre",Träna minnet,Spånga,13,5,21,Matematik,Elva
"Anteckna för att minnas bättre",Träna minnet,Trelleborg,11,17,22,Matematik,Sjutton
"Anteckna för att minnas bättre",Träna minnet,Tumba,6,23,19,Tyska,Sexton
"Anteckna för att minnas bättre",Träna minnet,Tyresö,18,30,22,Svenska,Sexton
"Anteckna för att minnas bättre",Träna minnet,Täby,20,14,10,Franska,Två
"Anteckna för att minnas bättre",Träna minnet,Uppsala,18,5,20,Tyska,Fyrtiotvå
"Anteckna för att minnas bättre",Träna minnet,Uppsala Norra,23,17,15,Franska,Fyrtiotre
"Anteckna för att minnas bättre",Träna minnet,Varberg,30,20,18,Spanska,Tjugoåtta
"Hur du minns namn",Träna minnet,Borlänge,27,13,19,Engelska,Sju
"Hur du minns namn",Träna minnet,Borås,15,14,3,Svenska,Sexton
"Hur du minns namn",Träna minnet,Enköping,10,3,25,Svenska,Trettiotvå
"Hur du minns namn",Träna minnet,Enskede,29,22,10,Spanska,Sju
"Hur du minns namn",Träna minnet,Fruängen,8,4,5,Spanska,Sju
"Hur du minns namn",Träna minnet,Gävle,5,27,21,Matematik,Två
"Hur du minns namn",Träna minnet,Helsingborg,30,29,12,Matematik,Trettioett
"Hur du minns namn",Träna minnet,Jönköping,4,15,2,Engelska,Trettiotvå
"Hur du minns namn",Träna minnet,Katrineholm,1,2,13,Engelska,Tjugosju
"Hur du minns namn",Träna minnet,Krokslätt,11,5,3,Svenska,Sex
"Hur du minns namn",Träna minnet,Landskrona,21,16,29,Tyska,Tjugoåtta
"Hur du minns namn",Träna minnet,Linköping,28,20,15,Tyska,Sju
"Hur du minns namn",Träna minnet,Lund,13,9,16,Engelska,Ett
"Hur du minns namn",Träna minnet,Nacka,9,10,26,Matematik,Sexton
"Hur du minns namn",Träna minnet,Norrköping,27,23,16,Engelska,Fyrtiofyra
"Hur du minns namn",Träna minnet,Nyköping,2,14,7,Franska,Fem
"Hur du minns namn",Träna minnet,Saltsjöbaden,4,8,3,Tyska,Trettio
"Hur du minns namn",Träna minnet,Spånga,24,17,11,Franska,Fyrtiofyra
"Hur du minns namn",Träna minnet,Trelleborg,30,6,27,Spanska,Trettiosex
"Hur du minns namn",Träna minnet,Tumba,6,28,14,Svenska,Tjugo
"Hur du minns namn",Träna minnet,Tyresö,27,7,11,Engelska,Tjugonio
"Hur du minns namn",Träna minnet,Täby,7,2,1,Spanska,Fem
"Hur du minns namn",Träna minnet,Uppsala,25,23,10,Svenska,Tre
"Hur du minns namn",Träna minnet,Uppsala Norra,9,28,26,Engelska,Fem
"Hur du minns namn",Träna minnet,Varberg,21,11,20,Spanska,Tjugotvå
"Minnespromenad",Träna minnet,Borlänge,1,4,22,Matematik,Tjugotre
"Minnespromenad",Träna minnet,Borås,21,29,10,Matematik,Tjugofyra
"Minnespromenad",Träna minnet,Enköping,16,10,2,Svenska,Fyrtiotvå
"Minnespromenad",Träna minnet,Enskede,14,21,5,Franska,Fjorton
"Minnespromenad",Träna minnet,Fruängen,18,27,29,Spanska,Trettioett
"Minnespromenad",Träna minnet,Gävle,27,2,20,Svenska,Tjugosju
"Minnespromenad",Träna minnet,Helsingborg,5,19,20,Engelska,Trettiotre
"Minnespromenad",Träna minnet,Jönköping,12,10,16,Franska,Nio
"Minnespromenad",Träna minnet,Katrineholm,26,4,29,Tyska,Tolv
"Minnespromenad",Träna minnet,Krokslätt,23,30,8,Spanska,Trettioniio
"Minnespromenad",Träna minnet,Landskrona,24,7,15,Engelska,Sexton
"Minnespromenad",Träna minnet,Linköping,19,12,29,Spanska,Tjugosju
"Minnespromenad",Träna minnet,Lund,9,24,12,Matematik,Fyrtiofyra
"Minnespromenad",Träna minnet,Nacka,12,23,27,Spanska,Tjugonio
"Minnespromenad",Träna minnet,Norrköping,28,3,13,Tyska,Tjugosju
"Minnespromenad",Träna minnet,Nyköping,30,15,11,Spanska,Två
"Minnespromenad",Träna minnet,Saltsjöbaden,21,15,16,Matematik,Trettiosex
"Minnespromenad",Träna minnet,Spånga,19,7,5,Spanska,Två
"Minnespromenad",Träna minnet,Trelleborg,14,30,12,Matematik,Trettio
"Minnespromenad",Träna minnet,Tumba,27,9,16,Svenska,Tjugofem
"Minnespromenad",Träna minnet,Tyresö,21,19,29,Spanska,Tjugotre
"Minnespromenad",Träna minnet,Täby,5,27,26,Tyska,Sjutton
"Minnespromenad",Träna minnet,Uppsala,16,8,22,Engelska,Fyrtiofem
"Minnespromenad",Träna minnet,Uppsala Norra,30,13,2,Tyska,Trettiofyra
"Minnespromenad",Träna minnet,Varberg,4,26,28,Franska,Tjugotre
"Plugga glosor och begrepp med lappar",Träna minnet,Borlänge,17,16,8,Engelska,Tjugotre
"Plugga glosor och begrepp med lappar",Träna minnet,Borås,15,2,9,Svenska,Fjorton
"Plugga glosor och begrepp med lappar",Träna minnet,Enköping,3,21,28,Franska,Fyrtiotvå
"Plugga glosor och begrepp med lappar",Träna minnet,Enskede,13,6,5,Svenska,Tjugo
"Plugga glosor och begrepp med lappar",Träna minnet,Fruängen,26,10,13,Engelska,Fyrtiotvå
"Plugga glosor och begrepp med lappar",Träna minnet,Gävle,27,28,1,Tyska,Sjutton
"Plugga glosor och begrepp med lappar",Träna minnet,Helsingborg,23,27,2,Engelska,Fyrtiofyra
"Plugga glosor och begrepp med lappar",Träna minnet,Jönköping,10,9,25,Tyska,Två
"Plugga glosor och begrepp med lappar",Träna minnet,Katrineholm,3,8,20,Svenska,Trettiofyra
"Plugga glosor och begrepp med lappar",Träna minnet,Krokslätt,19,4,18,Tyska,Fem
"Plugga glosor och begrepp med lappar",Träna minnet,Landskrona,8,28,23,Tyska,Tjugonio
"Plugga glosor och begrepp med lappar",Träna minnet,Linköping,11,12,23,Engelska,Elva
"Plugga glosor och begrepp med lappar",Träna minnet,Lund,11,29,5,Svenska,Trettio
"Plugga glosor och begrepp med lappar",Träna minnet,Nacka,12,21,10,Matematik,Fyrtioett
"Plugga glosor och begrepp med lappar",Träna minnet,Norrköping,24,28,12,Franska,Trettiotre
"Plugga glosor och begrepp med lappar",Träna minnet,Nyköping,30,13,22,Engelska,Tjugosju
"Plugga glosor och begrepp med lappar",Träna minnet,Saltsjöbaden,2,19,6,Spanska,Fyrtio
"Plugga glosor och begrepp med lappar",Träna minnet,Spånga,24,30,14,Engelska,Fyrtio
"Plugga glosor och begrepp med lappar",Träna minnet,Trelleborg,26,24,21,Matematik,Elva
"Plugga glosor och begrepp med lappar",Träna minnet,Tumba,28,18,21,Tyska,Sjutton
"Plugga glosor och begrepp med lappar",Träna minnet,Tyresö,1,28,12,Svenska,Tjugosju
"Plugga glosor och begrepp med lappar",Träna minnet,Täby,21,3,1,Tyska,Åtta
"Plugga glosor och begrepp med lappar",Träna minnet,Uppsala,7,8,20,Franska,Fyrtio
"Plugga glosor och begrepp med lappar",Träna minnet,Uppsala Norra,21,28,19,Engelska,Ett
"Plugga glosor och begrepp med lappar",Träna minnet,Varberg,25,22,6,Svenska,Tjugo
"Tidslinjer och ramsor",Träna minnet,Borlänge,18,10,1,Spanska,Två
"Tidslinjer och ramsor",Träna minnet,Borås,28,26,7,Franska,Nio
"Tidslinjer och ramsor",Träna minnet,Enköping,2,24,25,Spanska,Fyrtiofem
"Tidslinjer och ramsor",Träna minnet,Enskede,21,29,3,Svenska,Åtta
"Tidslinjer och ramsor",Träna minnet,Fruängen,16,20,22,Franska,Nitton
"Tidslinjer och ramsor",Träna minnet,Gävle,13,15,26,Matematik,Trettiofyra
"Tidslinjer och ramsor",Träna minnet,Helsingborg,18,13,25,Engelska,Fyra
"Tidslinjer och ramsor",Träna minnet,Jönköping,6,13,25,Svenska,Tjugonio
"Tidslinjer och ramsor",Träna minnet,Katrineholm,27,7,26,Franska,Tjugosex
"Tidslinjer och ramsor",Träna minnet,Krokslätt,2,29,8,Franska,Tjugoåtta
"Tidslinjer och ramsor",Träna minnet,Landskrona,28,6,26,Tyska,Trettioett
"Tidslinjer och ramsor",Träna minnet,Linköping,14,11,20,Franska,Tjugoett
"Tidslinjer och ramsor",Träna minnet,Lund,3,19,9,Franska,Tjugo
"Tidslinjer och ramsor",Träna minnet,Nacka,22,29,10,Tyska,Trettiofem
"Tidslinjer och ramsor",Träna minnet,Norrköping,25,18,9,Tyska,Trettio
"Tidslinjer och ramsor",Träna minnet,Nyköping,9,28,12,Engelska,Åtta
"Tidslinjer och ramsor",Träna minnet,Saltsjöbaden,15,10,20,Spanska,Fyrtiotvå
"Tidslinjer och ramsor",Träna minnet,Spånga,20,3,8,Matematik,Tio
"Tidslinjer och ramsor",Träna minnet,Trelleborg,20,13,12,Svenska,Trettioåtta
"Tidslinjer och ramsor",Träna minnet,Tumba,21,2,13,Franska,Trettiofyra
"Tidslinjer och ramsor",Träna minnet,Tyresö,30,1,24,Spanska,Fyrtiofem
"Tidslinjer och ramsor",Träna minnet,Täby,23,16,8,Matematik,Sjutton
"Tidslinjer och ramsor",Träna minnet,Uppsala,30,6,8,Spanska,Två
"Tidslinjer och ramsor",Träna minnet,Uppsala Norra,29,7,20,Franska,Femton
"Tidslinjer och ramsor",Träna minnet,Varberg,16,29,4,Franska,Trettioniio
"Repetitionskort",Träna minnet,Borlänge,10,8,21,Franska,Arton
"Repetitionskort",Träna minnet,Borås,22,23,19,Matematik,Fem
"Repetitionskort",Träna minnet,Enköping,18,3,16,Svenska,Elva
"Repetitionskort",Träna minnet,Enskede,11,20,4,Svenska,Sex
"Repetitionskort",Träna minnet,Fruängen,28,11,13,Matematik,Femton
"Repetitionskort",Träna minnet,Gävle,21,19,30,Spanska,Trettiotvå
"Repetitionskort",Träna minnet,Helsingborg,13,22,10,Engelska,Trettio
"Repetitionskort",Träna minnet,Jönköping,16,8,6,Matematik,Fyrtiofem
"Repetitionskort",Träna minnet,Katrineholm,21,24,2,Matematik,Trettiotre
"Repetitionskort",Träna minnet,Krokslätt,25,10,17,Spanska,Sex
"Repetitionskort",Träna minnet,Landskrona,17,28,2,Engelska,Tolv
"Repetitionskort",Träna minnet,Linköping,15,13,29,Engelska,Fyrtioett
"Repetitionskort",Träna minnet,Lund,1,2,22,Svenska,Tjugo
"Repetitionskort",Träna minnet,Nacka,18,26,23,Spanska,Trettiotvå
"Repetitionskort",Träna minnet,Norrköping,7,5,10,Franska,Trettioåtta
"Repetitionskort",Träna minnet,Nyköping,18,4,10,Svenska,Nitton
"Repetitionskort",Träna minnet,Saltsjöbaden,3,2,23,Franska,Fjorton
"Repetitionskort",Träna minnet,Spånga,20,23,9,Engelska,Trettiosex
"Repetitionskort",Träna minnet,Trelleborg,16,15,8,Matematik,Sex
"Repetitionskort",Träna minnet,Tumba,23,1,5,Spanska,Fyrtiofyra
"Repetitionskort",Träna minnet,Tyresö,16,20,21,Spanska,Fyrtiotre
"Repetitionskort",Träna minnet,Täby,22,11,27,Franska,Trettio
"Repetitionskort",Träna minnet,Uppsala,22,16,15,Tyska,Trettioåtta
"Repetitionskort",Träna minnet,Uppsala Norra,5,9,30,Tyska,Tjugofyra
"Repetitionskort",Träna minnet,Varberg,26,13,28,Matematik,Trettiofem
"Tankekartor",Träna minnet,Borlänge,19,16,28,Matematik,Sjutton
"Tankekartor",Träna minnet,Borås,16,10,7,Tyska,Sex
"Tankekartor",Träna minnet,Enköping,5,10,8,Tyska,Trettiofem
"Tankekartor",Träna minnet,Enskede,2,1,19,Spanska,Två
"Tankekartor",Träna minnet,Fruängen,11,3,18,Franska,Tjugo
"Tankekartor",Träna minnet,Gävle,17,22,5,Franska,Trettiofem
"Tankekartor",Träna minnet,Helsingborg,11,2,25,Engelska,Sexton
"Tankekartor",Träna minnet,Jönköping,15,6,14,Engelska,Tjugoåtta
"Tankekartor",Träna minnet,Katrineholm,27,28,18,Engelska,Tjugofyra
"Tankekartor",Träna minnet,Krokslätt,24,17,15,Svenska,Fyrtio
"Tankekartor",Träna minnet,Landskrona,25,21,6,Franska,Två
"Tankekartor",Träna minnet,Linköping,10,13,3,Engelska,Trettio
"Tankekartor",Träna minnet,Lund,13,10,3,Spanska,Trettiosju
"Tankekartor",Träna minnet,Nacka,7,10,25,Tyska,Sjutton
"Tankekartor",Träna minnet,Norrköping,9,7,18,Engelska,Fyrtiotre
"Tankekartor",Träna minnet,Nyköping,7,4,18,Franska,Tjugo
"Tankekartor",Träna minnet,Saltsjöbaden,28,25,29,Franska,Sexton
"Tankekartor",Träna minnet,Spånga,10,17,14,Spanska,Fyrtiofyra
"Tankekartor",Träna minnet,Trelleborg,7,10,25,Tyska,Fyrtioett
"Tankekartor",Träna minnet,Tumba,10,26,28,Franska,Tio
"Tankekartor",Träna minnet,Tyresö,13,22,6,Svenska,Tjugosju
"Tankekartor",Träna minnet,Täby,27,7,20,Franska,Åtta
"Tankekartor",Träna minnet,Uppsala,22,1,12,Franska,Trettioåtta
"Tankekartor",Träna minnet,Uppsala Norra,13,22,12,Spanska,Sex
"Tankekartor",Träna minnet,Varberg,5,2,26,Tyska,Åtta
"Träna glosor och begrepp med hjälp av association",Träna minnet,Borlänge,6,10,24,Svenska,Fyrtiotvå
"Träna glosor och begrepp med hjälp av association",Träna minnet,Borås,27,11,28,Svenska,Fyrtiotvå
"Träna glosor och begrepp med hjälp av association",Träna minnet,Enköping,18,12,3,Matematik,Tjugoett
"Träna glosor och begrepp med hjälp av association",Träna minnet,Enskede,5,24,3,Spanska,Fyrtio
"Träna glosor och begrepp med hjälp av association",Träna minnet,Fruängen,20,17,8,Franska,Tolv
"Träna glosor och begrepp med hjälp av association",Träna minnet,Gävle,10,4,8,Spanska,Tjugoåtta
"Träna glosor och begrepp med hjälp av association",Träna minnet,Helsingborg,7,20,2,Spanska,Tio
"Träna glosor och begrepp med hjälp av association",Träna minnet,Jönköping,16,9,25,Franska,Tjugotre
"Träna glosor och begrepp med hjälp av association",Träna minnet,Katrineholm,14,17,10,Franska,Trettio
"Träna glosor och begrepp med hjälp av association",Träna minnet,Krokslätt,30,13,11,Svenska,Tjugotvå
"Träna glosor och begrepp med hjälp av association",Träna minnet,Landskrona,10,5,24,Svenska,Fjorton
"Träna glosor och begrepp med hjälp av association",Träna minnet,Linköping,1,20,27,Engelska,Tjugofem
"Träna glosor och begrepp med hjälp av association",Träna minnet,Lund,28,5,4,Matematik,Tjugofyra
"Träna glosor och begrepp med hjälp av association",Träna minnet,Nacka,19,30,13,Spanska,Fyrtiotre
"Träna glosor och begrepp med hjälp av association",Träna minnet,Norrköping,10,4,18,Svenska,Tjugotvå
"Träna glosor och begrepp med hjälp av association",Träna minnet,Nyköping,15,2,25,Franska,Ett
"Träna glosor och begrepp med hjälp av association",Träna minnet,Saltsjöbaden,1,22,29,Spanska,Elva
"Träna glosor och begrepp med hjälp av association",Träna minnet,Spånga,29,27,12,Franska,Elva
"Träna glosor och begrepp med hjälp av association",Träna minnet,Trelleborg,19,5,4,Svenska,Arton
"Träna glosor och begrepp med hjälp av association",Träna minnet,Tumba,4,2,27,Matematik,Tjugo
"Träna glosor och begrepp med hjälp av association",Träna minnet,Tyresö,11,29,16,Tyska,Femton
"Träna glosor och begrepp med hjälp av association",Träna minnet,Täby,29,19,2,Franska,Tio
"Träna glosor och begrepp med hjälp av association",Träna minnet,Uppsala,16,30,8,Svenska,Fyrtiotre
"Träna glosor och begrepp med hjälp av association",Träna minnet,Uppsala Norra,29,19,5,Svenska,Nitton
"Träna glosor och begrepp med hjälp av association",Träna minnet,Varberg,4,8,12,Svenska,Trettioniio
"Komma på en ny idé genom brainstorming",Vara innovativ,Borlänge,23,3,4,Svenska,Tjugo
"Komma på en ny idé genom brainstorming",Vara innovativ,Borås,6,3,14,Tyska,Nio
"Komma på en ny idé genom brainstorming",Vara innovativ,Enköping,21,4,22,Tyska,Tio
"Komma på en ny idé genom brainstorming",Vara innovativ,Enskede,1,21,24,Franska,Tjugosju
"Komma på en ny idé genom brainstorming",Vara innovativ,Fruängen,11,8,2,Spanska,Trettioett
"Komma på en ny idé genom brainstorming",Vara innovativ,Gävle,3,15,26,Spanska,Tjugo
"Komma på en ny idé genom brainstorming",Vara innovativ,Helsingborg,14,9,28,Engelska,Tjugofem
"Komma på en ny idé genom brainstorming",Vara innovativ,Jönköping,5,4,10,Matematik,Tretton
"Komma på en ny idé genom brainstorming",Vara innovativ,Katrineholm,12,24,25,Matematik,Elva
"Komma på en ny idé genom brainstorming",Vara innovativ,Krokslätt,7,16,21,Engelska,Tjugoett
"Komma på en ny idé genom brainstorming",Vara innovativ,Landskrona,2,18,11,Franska,Tolv
"Komma på en ny idé genom brainstorming",Vara innovativ,Linköping,27,21,19,Tyska,Tretton
"Komma på en ny idé genom brainstorming",Vara innovativ,Lund,6,12,17,Svenska,Tjugoett
"Komma på en ny idé genom brainstorming",Vara innovativ,Nacka,21,22,9,Svenska,Trettioåtta
"Komma på en ny idé genom brainstorming",Vara innovativ,Norrköping,26,8,23,Matematik,Fyrtiotre
"Komma på en ny idé genom brainstorming",Vara innovativ,Nyköping,6,16,30,Svenska,Tjugofem
"Komma på en ny idé genom brainstorming",Vara innovativ,Saltsjöbaden,13,20,11,Franska,Tjugoåtta
"Komma på en ny idé genom brainstorming",Vara innovativ,Spånga,27,20,28,Svenska,Tjugonio
"Komma på en ny idé genom brainstorming",Vara innovativ,Trelleborg,26,3,9,Tyska,Trettiotre
"Komma på en ny idé genom brainstorming",Vara innovativ,Tumba,22,23,27,Svenska,Trettiofem
"Komma på en ny idé genom brainstorming",Vara innovativ,Tyresö,23,7,30,Franska,Tjugotre
"Komma på en ny idé genom brainstorming",Vara innovativ,Täby,22,7,24,Matematik,Sjutton
"Komma på en ny idé genom brainstorming",Vara innovativ,Uppsala,2,7,26,Franska,Trettiotre
"Komma på en ny idé genom brainstorming",Vara innovativ,Uppsala Norra,7,16,4,Engelska,Fyrtio
"Komma på en ny idé genom brainstorming",Vara innovativ,Varberg,6,14,3,Franska,Fyrtiotre
"Komma på en story genom att använda slumpen",Vara innovativ,Borlänge,28,9,24,Franska,Fyrtioett
"Komma på en story genom att använda slumpen",Vara innovativ,Borås,24,19,11,Matematik,Trettioett
"Komma på en story genom att använda slumpen",Vara innovativ,Enköping,23,20,25,Svenska,Trettiofyra
"Komma på en story genom att använda slumpen",Vara innovativ,Enskede,20,21,29,Svenska,Åtta
"Komma på en story genom att använda slumpen",Vara innovativ,Fruängen,8,4,19,Tyska,Tolv
"Komma på en story genom att använda slumpen",Vara innovativ,Gävle,10,11,6,Engelska,Tjugosju
"Komma på en story genom att använda slumpen",Vara innovativ,Helsingborg,3,10,16,Spanska,Tretton
"Komma på en story genom att använda slumpen",Vara innovativ,Jönköping,14,20,9,Franska,Tio
"Komma på en story genom att använda slumpen",Vara innovativ,Katrineholm,24,20,3,Svenska,Trettiofyra
"Komma på en story genom att använda slumpen",Vara innovativ,Krokslätt,17,14,24,Tyska,Tjugofem
"Komma på en story genom att använda slumpen",Vara innovativ,Landskrona,24,29,19,Matematik,Nio
"Komma på en story genom att använda slumpen",Vara innovativ,Linköping,19,4,20,Matematik,Fyra
"Komma på en story genom att använda slumpen",Vara innovativ,Lund,12,5,21,Engelska,Trettioett
"Komma på en story genom att använda slumpen",Vara innovativ,Nacka,16,21,12,Matematik,Sex
"Komma på en story genom att använda slumpen",Vara innovativ,Norrköping,26,19,1,Franska,Sexton
"Komma på en story genom att använda slumpen",Vara innovativ,Nyköping,28,26,20,Franska,Fyrtio
"Komma på en story genom att använda slumpen",Vara innovativ,Saltsjöbaden,14,23,24,Franska,Trettioåtta
"Komma på en story genom att använda slumpen",Vara innovativ,Spånga,8,3,18,Engelska,Tjugosex
"Komma på en story genom att använda slumpen",Vara innovativ,Trelleborg,23,2,18,Engelska,Tjugoett
"Komma på en story genom att använda slumpen",Vara innovativ,Tumba,3,27,16,Matematik,Tjugofyra
"Komma på en story genom att använda slumpen",Vara innovativ,Tyresö,5,24,18,Svenska,Fyrtiofem
"Komma på en story genom att använda slumpen",Vara innovativ,Täby,2,19,24,Matematik,Tjugofyra
"Komma på en story genom att använda slumpen",Vara innovativ,Uppsala,4,5,11,Spanska,Nitton
"Komma på en story genom att använda slumpen",Vara innovativ,Uppsala Norra,13,8,21,Svenska,Tjugotre
"Komma på en story genom att använda slumpen",Vara innovativ,Varberg,1,12,26,Engelska,Fyrtiotvå
"Samla inspiration för nya idéer",Vara innovativ,Borlänge,4,14,9,Tyska,Fyrtioett
"Samla inspiration för nya idéer",Vara innovativ,Borås,29,1,8,Svenska,Sju
"Samla inspiration för nya idéer",Vara innovativ,Enköping,8,28,13,Spanska,Tjugotvå
"Samla inspiration för nya idéer",Vara innovativ,Enskede,11,15,25,Franska,Tjugotvå
"Samla inspiration för nya idéer",Vara innovativ,Fruängen,7,29,10,Spanska,Tolv
