name,category,school,Behjälplig,Obehjälplig,Oanvänd
"Tankekartor",Träna minnet,Uppsala Norra,13,22,12
"Tankekartor",Träna minnet,Varberg,5,2,26
"Träna glosor och begrepp med hjälp av association",Träna minnet,Borlänge,6,10,24
"Träna glosor och begrepp med hjälp av association",Träna minnet,Borås,27,11,28
"Träna glosor och begrepp med hjälp av association",Träna minnet,Enköping,18,12,3
"Träna glosor och begrepp med hjälp av association",Träna minnet,Enskede,5,24,3
"Träna glosor och begrepp med hjälp av association",Träna minnet,Fruängen,20,17,8
"Träna glosor och begrepp med hjälp av association",Träna minnet,Gävle,10,4,8
"Träna glosor och begrepp med hjälp av association",Träna minnet,Helsingborg,7,20,2
"Träna glosor och begrepp med hjälp av association",Träna minnet,Jönköping,16,9,25
"Träna glosor och begrepp med hjälp av association",Träna minnet,Katrineholm,14,17,10
"Träna glosor och begrepp med hjälp av association",Träna minnet,Krokslätt,30,13,11
"Träna glosor och begrepp med hjälp av association",Träna minnet,Landskrona,10,5,24
"Träna glosor och begrepp med hjälp av association",Träna minnet,Linköping,1,20,27
"Träna glosor och begrepp med hjälp av association",Träna minnet,Lund,28,5,4
"Träna glosor och begrepp med hjälp av association",Träna minnet,Nacka,19,30,13
"Träna glosor och begrepp med hjälp av association",Träna minnet,Norrköping,10,4,18
"Träna glosor och begrepp med hjälp av association",Träna minnet,Nyköping,15,2,25
"Träna glosor och begrepp med hjälp av association",Träna minnet,Saltsjöbaden,1,22,29
"Träna glosor och begrepp med hjälp av association",Träna minnet,Spånga,29,27,12
"Träna glosor och begrepp med hjälp av association",Träna minnet,Trelleborg,19,5,4
"Träna glosor och begrepp med hjälp av association",Träna minnet,Tumba,4,2,27
"Träna glosor och begrepp med hjälp av association",Träna minnet,Tyresö,11,29,16
"Träna glosor och begrepp med hjälp av association",Träna minnet,Täby,29,19,2
"Träna glosor och begrepp med hjälp av association",Träna minnet,Uppsala,16,30,8
"Träna glosor och begrepp med hjälp av association",Träna minnet,Uppsala Norra,29,19,5
"Träna glosor och begrepp med hjälp av association",Träna minnet,Varberg,4,8,12
"Komma på en ny idé genom brainstorming",Vara innovativ,Borlänge,23,3,4
"Komma på en ny idé genom brainstorming",Vara innovativ,Borås,6,3,14
"Komma på en ny idé genom brainstorming",Vara innovativ,Enköping,21,4,22
"Komma på en ny idé genom brainstorming",Vara innovativ,Enskede,1,21,24
"Komma på en ny idé genom brainstorming",Vara innovativ,Fruängen,11,8,2
"Komma på en ny idé genom brainstorming",Vara innovativ,Gävle,3,15,26
"Komma på en ny idé genom brainstorming",Vara innovativ,Helsingborg,14,9,28
"Komma på en ny idé genom brainstorming",Vara innovativ,Jönköping,5,4,10
"Komma på en ny idé genom brainstorming",Vara innovativ,Katrineholm,12,24,25
"Komma på en ny idé genom brainstorming",Vara innovativ,Krokslätt,7,16,21
"Komma på en ny idé genom brainstorming",Vara innovativ,Landskrona,2,18,11
"Komma på en ny idé genom brainstorming",Vara innovativ,Linköping,27,21,19
"Komma på en ny idé genom brainstorming",Vara innovativ,Lund,6,12,17
"Komma på en ny idé genom brainstorming",Vara innovativ,Nacka,21,22,9
"Komma på en ny idé genom brainstorming",Vara innovativ,Norrköping,26,8,23
"Komma på en ny idé genom brainstorming",Vara innovativ,Nyköping,6,16,30
"Komma på en ny idé genom brainstorming",Vara innovativ,Saltsjöbaden,13,20,11
"Komma på en ny idé genom brainstorming",Vara innovativ,Spånga,27,20,28
"Komma på en ny idé genom brainstorming",Vara innovativ,Trelleborg,26,3,9
"Komma på en ny idé genom brainstorming",Vara innovativ,Tumba,22,23,27
"Komma på en ny idé genom brainstorming",Vara innovativ,Tyresö,23,7,30
"Komma på en ny idé genom brainstorming",Vara innovativ,Täby,22,7,24
"Komma på en ny idé genom brainstorming",Vara innovativ,Uppsala,2,7,26
"Komma på en ny idé genom brainstorming",Vara innovativ,Uppsala Norra,7,16,4
"Komma på en ny idé genom brainstorming",Vara innovativ,Varberg,6,14,3
"Komma på en story genom att använda slumpen",Vara innovativ,Borlänge,28,9,24
"Komma på en story genom att använda slumpen",Vara innovativ,Borås,24,19,11
"Komma på en story genom att använda slumpen",Vara innovativ,Enköping,23,20,25
"Komma på en story genom att använda slumpen",Vara innovativ,Enskede,20,21,29
"Komma på en story genom att använda slumpen",Vara innovativ,Fruängen,8,4,19
"Komma på en story genom att använda slumpen",Vara innovativ,Gävle,10,11,6
"Komma på en story genom att använda slumpen",Vara innovativ,Helsingborg,3,10,16
"Komma på en story genom att använda slumpen",Vara innovativ,Jönköping,14,20,9
"Komma på en story genom att använda slumpen",Vara innovativ,Katrineholm,24,20,3
"Komma på en story genom att använda slumpen",Vara innovativ,Krokslätt,17,14,24
"Komma på en story genom att använda slumpen",Vara innovativ,Landskrona,24,29,19
"Komma på en story genom att använda slumpen",Vara innovativ,Linköping,19,4,20
"Komma på en story genom att använda slumpen",Vara innovativ,Lund,12,5,21
"Komma på en story genom att använda slumpen",Vara innovativ,Nacka,16,21,12
"Komma på en story genom att använda slumpen",Vara innovativ,Norrköping,26,19,1
"Komma på en story genom att använda slumpen",Vara innovativ,Nyköping,28,26,20
"Komma på en story genom att använda slumpen",Vara innovativ,Saltsjöbaden,14,23,24
"Komma på en story genom att använda slumpen",Vara innovativ,Spånga,8,3,18
"Komma på en story genom att använda slumpen",Vara innovativ,Trelleborg,23,2,18
"Komma på en story genom att använda slumpen",Vara innovativ,Tumba,3,27,16
"Komma på en story genom att använda slumpen",Vara innovativ,Tyresö,5,24,18
"Komma på en story genom att använda slumpen",Vara innovativ,Täby,2,19,24
"Komma på en story genom att använda slumpen",Vara innovativ,Uppsala,4,5,11
"Komma på en story genom att använda slumpen",Vara innovativ,Uppsala Norra,13,8,21
"Komma på en story genom att använda slumpen",Vara innovativ,Varberg,1,12,26
"Samla inspiration för nya idéer",Vara innovativ,Borlänge,4,14,9
"Samla inspiration för nya idéer",Vara innovativ,Borås,29,1,8
"Samla inspiration för nya idéer",Vara innovativ,Enköping,8,28,13
"Samla inspiration för nya idéer",Vara innovativ,Enskede,11,15,25
"Samla inspiration för nya idéer",Vara innovativ,Fruängen,7,29,10
"Samla inspiration för nya idéer",Vara innovativ,Gävle,20,12,25
"Samla inspiration för nya idéer",Vara innovativ,Helsingborg,18,28,30
"Samla inspiration för nya idéer",Vara innovativ,Jönköping,27,14,26
"Samla inspiration för nya idéer",Vara innovativ,Katrineholm,8,30,26
"Samla inspiration för nya idéer",Vara innovativ,Krokslätt,27,2,5
"Samla inspiration för nya idéer",Vara innovativ,Landskrona,12,14,27
"Samla inspiration för nya idéer",Vara innovativ,Linköping,24,28,4
"Samla inspiration för nya idéer",Vara innovativ,Lund,5,13,25
"Samla inspiration för nya idéer",Vara innovativ,Nacka,20,24,19
"Samla inspiration för nya idéer",Vara innovativ,Norrköping,13,2,10
"Samla inspiration för nya idéer",Vara innovativ,Nyköping,10,8,21
"Samla inspiration för nya idéer",Vara innovativ,Saltsjöbaden,25,6,7
"Samla inspiration för nya idéer",Vara innovativ,Spånga,20,29,10
"Samla inspiration för nya idéer",Vara innovativ,Trelleborg,18,15,30
"Samla inspiration för nya idéer",Vara innovativ,Tumba,4,18,12
"Samla inspiration för nya idéer",Vara innovativ,Tyresö,15,25,12
"Samla inspiration för nya idéer",Vara innovativ,Täby,27,6,23
"Samla inspiration för nya idéer",Vara innovativ,Uppsala,11,16,8
"Samla inspiration för nya idéer",Vara innovativ,Uppsala Norra,15,7,12
"Samla inspiration för nya idéer",Vara innovativ,Varberg,1,17,11
"Ta snabba anteckningar på dator",Skriva,Borlänge,30,1,27
"Ta snabba anteckningar på dator",Skriva,Borås,6,28,17
"Ta snabba anteckningar på dator",Skriva,Enköping,11,3,25
"Ta snabba anteckningar på dator",Skriva,Enskede,24,28,13
"Ta snabba anteckningar på dator",Skriva,Fruängen,10,13,30
"Ta snabba anteckningar på dator",Skriva,Gävle,12,16,25
"Ta snabba anteckningar på dator",Skriva,Helsingborg,21,7,24
"Ta snabba anteckningar på dator",Skriva,Jönköping,14,23,26
"Ta snabba anteckningar på dator",Skriva,Katrineholm,30,12,14
"Ta snabba anteckningar på dator",Skriva,Krokslätt,16,12,28
"Ta snabba anteckningar på dator",Skriva,Landskrona,14,4,21
"Ta snabba anteckningar på dator",Skriva,Linköping,29,13,4
"Ta snabba anteckningar på dator",Skriva,Lund,8,24,9
"Ta snabba anteckningar på dator",Skriva,Nacka,2,29,20
"Ta snabba anteckningar på dator",Skriva,Norrköping,15,6,29
"Ta snabba anteckningar på dator",Skriva,Nyköping,5,28,2
"Ta snabba anteckningar på dator",Skriva,Saltsjöbaden,6,19,30
"Ta snabba anteckningar på dator",Skriva,Spånga,14,4,5
"Ta snabba anteckningar på dator",Skriva,Trelleborg,13,11,4
"Ta snabba anteckningar på dator",Skriva,Tumba,30,24,8
"Ta snabba anteckningar på dator",Skriva,Tyresö,2,3,13
"Ta snabba anteckningar på dator",Skriva,Täby,8,29,10
"Ta snabba anteckningar på dator",Skriva,Uppsala,20,25,14
"Ta snabba anteckningar på dator",Skriva,Uppsala Norra,25,19,12
"Ta snabba anteckningar på dator",Skriva,Varberg,6,25,15
"Skrivmallar",Skriva,Borlänge,4,9,27
"Skrivmallar",Skriva,Borås,18,29,15
"Skrivmallar",Skriva,Enköping,12,16,19
"Skrivmallar",Skriva,Enskede,26,4,11
"Skrivmallar",Skriva,Fruängen,10,27,18
"Skrivmallar",Skriva,Gävle,26,11,12
"Skrivmallar",Skriva,Helsingborg,23,25,4
"Skrivmallar",Skriva,Jönköping,28,2,25
"Skrivmallar",Skriva,Katrineholm,11,20,19
"Skrivmallar",Skriva,Krokslätt,19,18,29
"Skrivmallar",Skriva,Landskrona,22,1,21
"Skrivmallar",Skriva,Linköping,6,3,19
"Skrivmallar",Skriva,Lund,13,3,21
"Skrivmallar",Skriva,Nacka,22,25,14
"Skrivmallar",Skriva,Norrköping,13,7,19
"Skrivmallar",Skriva,Nyköping,9,19,17
"Skrivmallar",Skriva,Saltsjöbaden,4,16,11
"Skrivmallar",Skriva,Spånga,29,17,11
"Skrivmallar",Skriva,Trelleborg,15,21,28
"Skrivmallar",Skriva,Tumba,15,8,19
"Skrivmallar",Skriva,Tyresö,12,26,16
"Skrivmallar",Skriva,Täby,3,16,13
"Skrivmallar",Skriva,Uppsala,7,13,8
"Skrivmallar",Skriva,Uppsala Norra,21,7,20
"Skrivmallar",Skriva,Varberg,10,25,15
"Ta snabba anteckningar",Skriva,Borlänge,3,30,16
"Ta snabba anteckningar",Skriva,Borås,21,10,13
"Ta snabba anteckningar",Skriva,Enköping,17,11,23
"Ta snabba anteckningar",Skriva,Enskede,17,22,9
"Ta snabba anteckningar",Skriva,Fruängen,6,17,28
"Ta snabba anteckningar",Skriva,Gävle,5,13,7
"Ta snabba anteckningar",Skriva,Helsingborg,11,23,13
"Ta snabba anteckningar",Skriva,Jönköping,7,28,4
"Ta snabba anteckningar",Skriva,Katrineholm,22,10,13
"Ta snabba anteckningar",Skriva,Krokslätt,22,10,13
"Ta snabba anteckningar",Skriva,Landskrona,10,8,22
"Ta snabba anteckningar",Skriva,Linköping,8,23,30
"Ta snabba anteckningar",Skriva,Lund,15,27,19
"Ta snabba anteckningar",Skriva,Nacka,25,14,27
"Ta snabba anteckningar",Skriva,Norrköping,28,17,12
"Ta snabba anteckningar",Skriva,Nyköping,27,16,21
"Ta snabba anteckningar",Skriva,Saltsjöbaden,6,4,23
"Ta snabba anteckningar",Skriva,Spånga,23,28,21
"Ta snabba anteckningar",Skriva,Trelleborg,14,28,23
"Ta snabba anteckningar",Skriva,Tumba,4,19,24
"Ta snabba anteckningar",Skriva,Tyresö,22,8,4
"Ta snabba anteckningar",Skriva,Täby,8,1,26
"Ta snabba anteckningar",Skriva,Uppsala,17,20,18
"Ta snabba anteckningar",Skriva,Uppsala Norra,8,14,21
"Ta snabba anteckningar",Skriva,Varberg,6,13,16
"Skriva uppsats",Skriva,Borlänge,3,29,2
"Skriva uppsats",Skriva,Borås,29,19,24
"Skriva uppsats",Skriva,Enköping,25,21,8
"Skriva uppsats",Skriva,Enskede,7,20,22
"Skriva uppsats",Skriva,Fruängen,3,24,7
"Skriva uppsats",Skriva,Gävle,25,6,23
"Skriva uppsats",Skriva,Helsingborg,23,14,7
"Skriva uppsats",Skriva,Jönköping,3,13,11
"Skriva uppsats",Skriva,Katrineholm,6,5,16
"Skriva uppsats",Skriva,Krokslätt,10,19,23
"Skriva uppsats",Skriva,Landskrona,5,13,20
"Skriva uppsats",Skriva,Linköping,4,26,24
"Skriva uppsats",Skriva,Lund,27,8,4
"Skriva uppsats",Skriva,Nacka,9,25,27
"Skriva uppsats",Skriva,Norrköping,25,24,15
"Skriva uppsats",Skriva,Nyköping,20,10,19
"Skriva uppsats",Skriva,Saltsjöbaden,25,21,7
"Skriva uppsats",Skriva,Spånga,26,7,19
"Skriva uppsats",Skriva,Trelleborg,4,9,12
"Skriva uppsats",Skriva,Tumba,25,13,30
"Skriva uppsats",Skriva,Tyresö,19,14,7
"Skriva uppsats",Skriva,Täby,29,26,11
"Skriva uppsats",Skriva,Uppsala,21,9,25
"Skriva uppsats",Skriva,Uppsala Norra,10,27,15
"Skriva uppsats",Skriva,Varberg,22,29,8
"Kolla din text",Skriva,Borlänge,17,13,25
"Kolla din text",Skriva,Borås,8,17,24
"Kolla din text",Skriva,Enköping,15,26,4
"Kolla din text",Skriva,Enskede,6,18,20
"Kolla din text",Skriva,Fruängen,29,14,9
"Kolla din text",Skriva,Gävle,16,25,17
"Kolla din text",Skriva,Helsingborg,3,16,7
"Kolla din text",Skriva,Jönköping,8,12,28
"Kolla din text",Skriva,Katrineholm,27,25,4
"Kolla din text",Skriva,Krokslätt,15,24,19
"Kolla din text",Skriva,Landskrona,9,28,21
"Kolla din text",Skriva,Linköping,25,27,21
"Kolla din text",Skriva,Lund,8,22,4
"Kolla din text",Skriva,Nacka,16,18,28
"Kolla din text",Skriva,Norrköping,13,1,9
"Kolla din text",Skriva,Nyköping,16,28,15
"Kolla din text",Skriva,Saltsjöbaden,7,12,6
"Kolla din text",Skriva,Spånga,27,11,13
"Kolla din text",Skriva,Trelleborg,29,8,30
"Kolla din text",Skriva,Tumba,12,19,17
"Kolla din text",Skriva,Tyresö,2,20,5
"Kolla din text",Skriva,Täby,2,7,9
"Kolla din text",Skriva,Uppsala,15,20,28
"Kolla din text",Skriva,Uppsala Norra,21,26,1
"Kolla din text",Skriva,Varberg,30,25,3
"Att skriva en vetenskaplig text",Skriva,Borlänge,2,8,16
"Att skriva en vetenskaplig text",Skriva,Borås,7,24,22
"Att skriva en vetenskaplig text",Skriva,Enköping,18,26,8
"Att skriva en vetenskaplig text",Skriva,Enskede,6,13,27
"Att skriva en vetenskaplig text",Skriva,Fruängen,9,17,12
"Att skriva en vetenskaplig text",Skriva,Gävle,10,7,11
"Att skriva en vetenskaplig text",Skriva,Helsingborg,18,1,3
"Att skriva en vetenskaplig text",Skriva,Jönköping,1,16,2
"Att skriva en vetenskaplig text",Skriva,Katrineholm,29,8,28
"Att skriva en vetenskaplig text",Skriva,Krokslätt,18,13,20
"Att skriva en vetenskaplig text",Skriva,Landskrona,21,16,13
"Att skriva en vetenskaplig text",Skriva,Linköping,25,24,10
"Att skriva en vetenskaplig text",Skriva,Lund,20,22,13
"Att skriva en vetenskaplig text",Skriva,Nacka,23,24,26
"Att skriva en vetenskaplig text",Skriva,Norrköping,19,14,27
"Att skriva en vetenskaplig text",Skriva,Nyköping,16,14,12
"Att skriva en vetenskaplig text",Skriva,Saltsjöbaden,23,7,15
"Att skriva en vetenskaplig text",Skriva,Spånga,14,7,11
"Att skriva en vetenskaplig text",Skriva,Trelleborg,6,13,23
"Att skriva en vetenskaplig text",Skriva,Tumba,26,21,5
"Att skriva en vetenskaplig text",Skriva,Tyresö,20,24,7
"Att skriva en vetenskaplig text",Skriva,Täby,25,13,9
"Att skriva en vetenskaplig text",Skriva,Uppsala,28,30,8
"Att skriva en vetenskaplig text",Skriva,Uppsala Norra,12,6,7
"Att skriva en vetenskaplig text",Skriva,Varberg,27,9,12
"Anteckna med smart mall",Skriva,Borlänge,20,19,29
"Anteckna med smart mall",Skriva,Borås,29,18,1
"Anteckna med smart mall",Skriva,Enköping,9,26,24
"Anteckna med smart mall",Skriva,Enskede,3,7,15
"Anteckna med smart mall",Skriva,Fruängen,25,7,26
"Anteckna med smart mall",Skriva,Gävle,15,8,26
"Anteckna med smart mall",Skriva,Helsingborg,8,9,19
"Anteckna med smart mall",Skriva,Jönköping,30,19,16
"Anteckna med smart mall",Skriva,Katrineholm,29,15,21
"Anteckna med smart mall",Skriva,Krokslätt,12,7,30
"Anteckna med smart mall",Skriva,Landskrona,15,22,13
"Anteckna med smart mall",Skriva,Linköping,8,11,7
"Anteckna med smart mall",Skriva,Lund,20,25,1
"Anteckna med smart mall",Skriva,Nacka,13,15,6
"Anteckna med smart mall",Skriva,Norrköping,14,9,19
"Anteckna med smart mall",Skriva,Nyköping,13,23,16
"Anteckna med smart mall",Skriva,Saltsjöbaden,16,1,27
"Anteckna med smart mall",Skriva,Spånga,29,13,24
"Anteckna med smart mall",Skriva,Trelleborg,23,16,17
"Anteckna med smart mall",Skriva,Tumba,28,21,26
"Anteckna med smart mall",Skriva,Tyresö,16,24,14
"Anteckna med smart mall",Skriva,Täby,1,2,20
"Anteckna med smart mall",Skriva,Uppsala,14,6,26
"Anteckna med smart mall",Skriva,Uppsala Norra,16,28,20
"Anteckna med smart mall",Skriva,Varberg,4,2,26
"Att bredda en diskussion",Samarbeta,Borlänge,27,10,14
"Att bredda en diskussion",Samarbeta,Borås,11,7,4
"Att bredda en diskussion",Samarbeta,Enköping,27,10,26
"Att bredda en diskussion",Samarbeta,Enskede,11,21,29
"Att bredda en diskussion",Samarbeta,Fruängen,5,9,22
"Att bredda en diskussion",Samarbeta,Gävle,7,8,30
"Att bredda en diskussion",Samarbeta,Helsingborg,20,26,9
"Att bredda en diskussion",Samarbeta,Jönköping,28,11,23
"Att bredda en diskussion",Samarbeta,Katrineholm,9,3,23
"Att bredda en diskussion",Samarbeta,Krokslätt,7,12,8
"Att bredda en diskussion",Samarbeta,Landskrona,10,1,24
"Att bredda en diskussion",Samarbeta,Linköping,12,7,28
"Att bredda en diskussion",Samarbeta,Lund,27,13,3
"Att bredda en diskussion",Samarbeta,Nacka,17,15,3
"Att bredda en diskussion",Samarbeta,Norrköping,27,14,12
"Att bredda en diskussion",Samarbeta,Nyköping,25,22,10
"Att bredda en diskussion",Samarbeta,Saltsjöbaden,15,28,13
"Att bredda en diskussion",Samarbeta,Spånga,26,5,19
"Att bredda en diskussion",Samarbeta,Trelleborg,25,28,13
"Att bredda en diskussion",Samarbeta,Tumba,27,11,28
"Att bredda en diskussion",Samarbeta,Tyresö,18,16,11
"Att bredda en diskussion",Samarbeta,Täby,16,21,14
"Att bredda en diskussion",Samarbeta,Uppsala,21,3,27
"Att bredda en diskussion",Samarbeta,Uppsala Norra,30,20,13
"Att bredda en diskussion",Samarbeta,Varberg,27,13,26
"Få ut det mesta av grupparbetet",Samarbeta,Borlänge,17,12,10
"Få ut det mesta av grupparbetet",Samarbeta,Borås,16,5,21
"Få ut det mesta av grupparbetet",Samarbeta,Enköping,10,22,12
"Få ut det mesta av grupparbetet",Samarbeta,Enskede,15,3,16
"Få ut det mesta av grupparbetet",Samarbeta,Fruängen,22,1,8
"Få ut det mesta av grupparbetet",Samarbeta,Gävle,25,4,17
"Få ut det mesta av grupparbetet",Samarbeta,Helsingborg,7,5,3
"Få ut det mesta av grupparbetet",Samarbeta,Jönköping,7,30,19
"Få ut det mesta av grupparbetet",Samarbeta,Katrineholm,20,6,22
"Få ut det mesta av grupparbetet",Samarbeta,Krokslätt,13,16,24
"Få ut det mesta av grupparbetet",Samarbeta,Landskrona,29,20,18
"Få ut det mesta av grupparbetet",Samarbeta,Linköping,4,26,17
"Få ut det mesta av grupparbetet",Samarbeta,Lund,30,4,1
"Få ut det mesta av grupparbetet",Samarbeta,Nacka,1,18,3
"Få ut det mesta av grupparbetet",Samarbeta,Norrköping,7,17,4
"Få ut det mesta av grupparbetet",Samarbeta,Nyköping,19,25,17
"Få ut det mesta av grupparbetet",Samarbeta,Saltsjöbaden,26,16,21
"Få ut det mesta av grupparbetet",Samarbeta,Spånga,28,29,24
"Få ut det mesta av grupparbetet",Samarbeta,Trelleborg,6,24,5
"Få ut det mesta av grupparbetet",Samarbeta,Tumba,27,21,17
"Få ut det mesta av grupparbetet",Samarbeta,Tyresö,23,26,15
"Få ut det mesta av grupparbetet",Samarbeta,Täby,13,11,10
"Få ut det mesta av grupparbetet",Samarbeta,Uppsala,3,18,28
"Få ut det mesta av grupparbetet",Samarbeta,Uppsala Norra,3,30,4
"Få ut det mesta av grupparbetet",Samarbeta,Varberg,1,24,29
"Repetitionskompis",Samarbeta,Borlänge,11,6,28
"Repetitionskompis",Samarbeta,Borås,29,10,3
"Repetitionskompis",Samarbeta,Enköping,8,5,16
"Repetitionskompis",Samarbeta,Enskede,13,18,30
"Repetitionskompis",Samarbeta,Fruängen,13,30,3
"Repetitionskompis",Samarbeta,Gävle,19,4,10
"Repetitionskompis",Samarbeta,Helsingborg,14,18,8
"Repetitionskompis",Samarbeta,Jönköping,1,30,2
"Repetitionskompis",Samarbeta,Katrineholm,5,8,19
"Repetitionskompis",Samarbeta,Krokslätt,6,16,1
"Repetitionskompis",Samarbeta,Landskrona,4,8,29
"Repetitionskompis",Samarbeta,Linköping,26,25,16
"Repetitionskompis",Samarbeta,Lund,19,6,7
"Repetitionskompis",Samarbeta,Nacka,9,12,4
"Repetitionskompis",Samarbeta,Norrköping,8,19,30
"Repetitionskompis",Samarbeta,Nyköping,1,27,5
"Repetitionskompis",Samarbeta,Saltsjöbaden,26,13,16
"Repetitionskompis",Samarbeta,Spånga,17,16,4
"Repetitionskompis",Samarbeta,Trelleborg,23,21,12
"Repetitionskompis",Samarbeta,Tumba,10,2,21
"Repetitionskompis",Samarbeta,Tyresö,12,1,4
"Repetitionskompis",Samarbeta,Täby,27,24,11
"Repetitionskompis",Samarbeta,Uppsala,9,2,6
"Repetitionskompis",Samarbeta,Uppsala Norra,8,27,16
"Repetitionskompis",Samarbeta,Varberg,12,3,29
"Skaffa en studybuddy",Samarbeta,Borlänge,20,19,7
"Skaffa en studybuddy",Samarbeta,Borås,12,19,16
"Skaffa en studybuddy",Samarbeta,Enköping,3,19,23
"Skaffa en studybuddy",Samarbeta,Enskede,28,12,27
"Skaffa en studybuddy",Samarbeta,Fruängen,10,19,25
"Skaffa en studybuddy",Samarbeta,Gävle,26,10,18
"Skaffa en studybuddy",Samarbeta,Helsingborg,30,13,12
"Skaffa en studybuddy",Samarbeta,Jönköping,25,20,17
"Skaffa en studybuddy",Samarbeta,Katrineholm,20,4,9
"Skaffa en studybuddy",Samarbeta,Krokslätt,22,30,11
"Skaffa en studybuddy",Samarbeta,Landskrona,23,10,21
"Skaffa en studybuddy",Samarbeta,Linköping,21,10,28
"Skaffa en studybuddy",Samarbeta,Lund,10,11,3
"Skaffa en studybuddy",Samarbeta,Nacka,8,4,7
"Skaffa en studybuddy",Samarbeta,Norrköping,20,29,30
"Skaffa en studybuddy",Samarbeta,Nyköping,4,14,25
"Skaffa en studybuddy",Samarbeta,Saltsjöbaden,20,13,10
"Skaffa en studybuddy",Samarbeta,Spånga,28,19,5
"Skaffa en studybuddy",Samarbeta,Trelleborg,17,24,18
"Skaffa en studybuddy",Samarbeta,Tumba,26,3,9
"Skaffa en studybuddy",Samarbeta,Tyresö,28,19,15
"Skaffa en studybuddy",Samarbeta,Täby,17,6,27
"Skaffa en studybuddy",Samarbeta,Uppsala,6,30,8
"Skaffa en studybuddy",Samarbeta,Uppsala Norra,1,23,9
"Skaffa en studybuddy",Samarbeta,Varberg,15,3,6
"Ta hjälp av varandra",Samarbeta,Borlänge,9,4,10
"Ta hjälp av varandra",Samarbeta,Borås,3,8,26
"Ta hjälp av varandra",Samarbeta,Enköping,16,8,28
"Ta hjälp av varandra",Samarbeta,Enskede,17,19,11
"Ta hjälp av varandra",Samarbeta,Fruängen,1,15,18
"Ta hjälp av varandra",Samarbeta,Gävle,11,23,9
"Ta hjälp av varandra",Samarbeta,Helsingborg,25,17,30
"Ta hjälp av varandra",Samarbeta,Jönköping,27,24,2
"Ta hjälp av varandra",Samarbeta,Katrineholm,5,30,29
"Ta hjälp av varandra",Samarbeta,Krokslätt,26,19,13
"Ta hjälp av varandra",Samarbeta,Landskrona,29,25,24
"Ta hjälp av varandra",Samarbeta,Linköping,12,16,1
"Ta hjälp av varandra",Samarbeta,Lund,7,24,18
"Ta hjälp av varandra",Samarbeta,Nacka,24,8,9
"Ta hjälp av varandra",Samarbeta,Norrköping,3,21,19
"Ta hjälp av varandra",Samarbeta,Nyköping,12,11,22
"Ta hjälp av varandra",Samarbeta,Saltsjöbaden,10,25,21
"Ta hjälp av varandra",Samarbeta,Spånga,25,1,23
"Ta hjälp av varandra",Samarbeta,Trelleborg,9,30,11
"Ta hjälp av varandra",Samarbeta,Tumba,17,10,4
"Ta hjälp av varandra",Samarbeta,Tyresö,10,18,9
"Ta hjälp av varandra",Samarbeta,Täby,2,26,20
"Ta hjälp av varandra",Samarbeta,Uppsala,12,16,11
"Ta hjälp av varandra",Samarbeta,Uppsala Norra,3,14,19
"Ta hjälp av varandra",Samarbeta,Varberg,3,24,15
"Kommunikation när du samarbetar",Samarbeta,Borlänge,27,22,17
"Kommunikation när du samarbetar",Samarbeta,Borås,4,22,8
"Kommunikation när du samarbetar",Samarbeta,Enköping,18,8,5
"Kommunikation när du samarbetar",Samarbeta,Enskede,3,4,24
"Kommunikation när du samarbetar",Samarbeta,Fruängen,28,29,26
"Kommunikation när du samarbetar",Samarbeta,Gävle,6,20,13
"Kommunikation när du samarbetar",Samarbeta,Helsingborg,19,12,4
"Kommunikation när du samarbetar",Samarbeta,Jönköping,12,19,10
"Kommunikation när du samarbetar",Samarbeta,Katrineholm,19,4,10
"Kommunikation när du samarbetar",Samarbeta,Krokslätt,18,28,2
"Kommunikation när du samarbetar",Samarbeta,Landskrona,5,11,1
"Kommunikation när du samarbetar",Samarbeta,Linköping,29,21,27
"Kommunikation när du samarbetar",Samarbeta,Lund,3,10,18
"Kommunikation när du samarbetar",Samarbeta,Nacka,19,29,4
"Kommunikation när du samarbetar",Samarbeta,Norrköping,21,22,9
"Kommunikation när du samarbetar",Samarbeta,Nyköping,18,30,26
"Kommunikation när du samarbetar",Samarbeta,Saltsjöbaden,8,22,5
"Kommunikation när du samarbetar",Samarbeta,Spånga,29,15,23
"Kommunikation när du samarbetar",Samarbeta,Trelleborg,20,28,14
"Kommunikation när du samarbetar",Samarbeta,Tumba,2,24,19
"Kommunikation när du samarbetar",Samarbeta,Tyresö,20,22,12
"Kommunikation när du samarbetar",Samarbeta,Täby,2,21,7
"Kommunikation när du samarbetar",Samarbeta,Uppsala,30,1,3
"Kommunikation när du samarbetar",Samarbeta,Uppsala Norra,6,17,9
"Kommunikation när du samarbetar",Samarbeta,Varberg,19,24,14
"Att diskutera i grupp",Samarbeta,Borlänge,11,25,8
"Att diskutera i grupp",Samarbeta,Borås,22,23,28
"Att diskutera i grupp",Samarbeta,Enköping,1,13,11
"Att diskutera i grupp",Samarbeta,Enskede,1,10,12
"Att diskutera i grupp",Samarbeta,Fruängen,30,6,11
"Att diskutera i grupp",Samarbeta,Gävle,21,15,6
"Att diskutera i grupp",Samarbeta,Helsingborg,22,10,28
"Att diskutera i grupp",Samarbeta,Jönköping,28,26,1
"Att diskutera i grupp",Samarbeta,Katrineholm,26,12,24
"Att diskutera i grupp",Samarbeta,Krokslätt,6,23,11
